city,county,state,property_type,price,description
Los Angeles,Los Angeles County,CA,CONDO,700000,"Your 2nd chance! This stunning 1BD + Office, 2BA Loft designed by renowned LA artist Shin is located in Koreatown's prestigious ""Summit on 6th"" building. Featuring floor to ceiling windows that face South, the unit is flooded with natural light with 10-foot-tall ceilings throughout and 12-foot-tall ceilings in the living room that also boast a custom mural and the office space doubles as a 2nd bedroom/flex space. Completely reimagined one-of-a-kind kitchen comes complete with granite countertops, an island, and stainless-steel appliances. This home also contains a luxurious primary suite with a walk-in closet a 2nd full bathroom and a storage room. The condo also includes 2 tandem parking spaces and is EV ready in addition to laundry inside! One of the most luxurious high-rise condominiums in the area, this building features: a 24 hour Concierge to receive packages and control access to the lobby, 24hr Security and surveillance cameras, a Fitness Center, a virtual full swing golf room, a lounge area, a yoga/Pilates exercise area, 2 spa steam rooms, and underground parking that is gated. Conveniently located within a mile located to major shopping centers, grocery markets, and metro stations. Just minutes driving distance from Downtown and Hollywood. Central and sophisticated."
Studio City,Los Angeles County,CA,CONDO,690000,"Welcome to this upgraded Condo/Townhome with 2 bedrooms, plus loft, 2 bathrooms, and 1,556 sq ft of living space! This unit is located away from the hustle of the city streets and overlooks the serene courtyard area. As you enter this light and bright home, you will notice the high ceilings, beautiful upgraded flooring, and a cozy fireplace with stone accent walls from floor to ceiling. The kitchen has been upgraded with Quartz countertops, subway tile backsplash, stainless steel appliances, mini-wine fridge, and Espresso colored cabinets. There is a spacious bedroom downstairs with a private bathroom.  Upstairs you will find a loft area that can also be used as a second living area, a spacious bedroom with a full bathroom that also has direct/private exterior access. Washer and dryer conveniently located upstairs. Enjoy coffee or a glass of wine on the private balcony. Secure access to the complex is a plus. Subterranean parking located right under the complex. This warm and inviting home is conveniently located near shopping, restaurants, freeways and public transportation. See you in escrow!"
Los Angeles,Los Angeles County,CA,CONDO,700000,"This is an amazing upper level apartment in the heart of West Hollywood. It has been completely renovated and is full of natural light! Wood floors - new kitchen, appliances, ceiling fans, bath and window coverings makes this a dream apartment! Comes with covered parking! Walk to all of the shops, restaurants and bars. Don't miss this apartment!"
North Hollywood,Los Angeles County,CA,SINGLE_FAMILY,705000,"Now available for showing. Fantastic opportunity for investors, developers or first time buyers. This is a diamond in the rough with a lot of potential for an addition! Built in 1978, 1550 Sq. Ft. 4 bedrooms, 2 bath. One of the bedrooms converted to an office/den. The rear yard is more than enough for an addition or a pool. Long driveway and a 2 car garage for a possible ADU potential with a private entrance. The home is being sold in its present as-is condition. Upgrades in 2018 include the roof, A/C and garage door. Bring your contractor and ideas and make this yours."
Los Angeles,Los Angeles County,CA,TOWNHOUSE,700000,"This amazing unit is on the top hills of Monterey Hills. The unit is remodeled. Has it's own parking garage. Is in a great community. 

Great schools are near by, shopping centers are within a mile of distance freeways."
Los Angeles,Los Angeles County,CA,CONDO,690000,"Welcome home to your beautiful 2 bedroom 2 bathroom condo located in the highly coveted Villas on Sawtelle in Mar Vista! Enter directly into this airy top floor corner unit that boasts ample natural light, an open living room that offers rich wood flooring, a beautiful fireplace, and a stunningly beamed ceiling that extends over 16 feet. Continue into the kitchen that comes equipped with granite counters, tile backsplash, stainless appliances, and highly detailed wood cabinetry. Both bedrooms contain carpet and ample closet space with built-ins, and the master has a full en suite bathroom with granite counters and Spanish style tile in the shower. The windows have been upgraded to sound resistant dual pane by Milgard, the A/C air handler and condenser were recently updated, and the dishwasher was recently replaced. Additional features include in unit laundry with a washer/dryer combo, gated access, two tandem parking spaces, and an individual storage locker in the garage. This condo is conveniently located close to several freeways, shopping outlets, grocery stores, and top rated schools in the Los Angeles Unified School District."
Los Angeles,Los Angeles County,CA,CONDO,689000,"Welcome home to Golden Galaxy, a collection of 80 brand new luxury, designer-inspired homes located between Koreatown and Westlake. Complex is approved for FNMA and VA! Featuring 1 and 2 bedroom floorplans, these units offer large living areas and bedrooms that are filled with natural light through floor-to-ceiling glass windows. No expense was spared on these homes, which are complimented with hardwood floors, quartz counter tops, Thor kitchen appliances, and laundry rooms inside each unit. Within the complex is an on-site fitness room, pool, recreation room, 2 courtyards, and guest parking. Most units come with side-by-side parking behind secure gates, bicycle storage, and EV charging stations. Conveniently located near Metro stations and DTLA, you'll have everything you want and need within arm's reach. This is more than just a building, it's a lifestyle."
West Hills,Los Angeles County,CA,TOWNHOUSE,685000,"Welcome to Pacifica Park Fallbrook, a hidden gem in West Hills.  This charming home has an open floor plan concept with 4 bedrooms 2 baths, tucked away in a gated community.  The main level has one bedroom and full bath downstairs.  What makes this townhome special is its location on a private street nestled behind a park and single family homes.  Complete with its own private, beautifully landscaped low maintenance backyard with astroturf and a covered patio. Some upgrades include shutters, solar panels, granite counters and new double pane windows. The living room has a fireplace and cathedral ceilings, light and bright kitchen with granite counter tops and private Master bedroom en suite. Close to parks, shopping, restaurants, The Warner Center and public transportation.  HOA includes pool, tennis court, gated security, water, cable TV, common area maintenance and earthquake insurance. This is a great opportunity for quiet, cozy and serene living."
Sylmar,Los Angeles County,CA,SINGLE_FAMILY,700000,"This is a Single-Family home with a very large back yard. This home will make a great home for a first time home buyer or for an investor. This is a Home with Lots of possibilities. Assessor shows 3 beds, 1 full bath, and approximately 1,204 square feet but there are 4 bedrooms and 2 baths. The property has a lot size of 13,639 SF (0.31 acres) and was built in 1971. Kitchen with granite counter tops. Home is near shopping centers and quick access to the freeway. Seller is very motivated and is looking for a fast sell"
Los Angeles,Los Angeles County,CA,SINGLE_FAMILY,705000,"1449 W 90th Pl, Los Angeles, CA 90047 is a single family home that contains 1,162 sq ft and was built in 1928. It contains 3 bedrooms and 1 bathroom. This home last sold for $705,000 in January 2022. 
 
The Zestimate for this house is $718,800. The Rent Zestimate for this home is $2,981/mo. "
Wilmington,Los Angeles County,CA,SINGLE_FAMILY,700000,"Everything has been done on this property:
New kitchen, new bathrooms, new closets, new drywall, new paint, new fixtures, new laminated floors, new energy saver windows, new electrical, new plumbing,new roof, new stucco, new garage, new garage door, new landscaping. BEAUTIFUL MODERN HOME.

"
